SkuId,hist_mean,hist_std,hist_cv,hist_total,n_days,fcast_mean,fcast_total,PlantId,StorageLocationId,ProductGroup,SubGroup,cluster,velocity_class
POP001L12P,740.1493212669683,1247.2863874525906,1.6851820998982199,63139178.0,221,985.1020000000001,29553.06,2120.0,2030.0,P,POP,0,medium_mover
POP001L12P.1,530.0633484162896,495.01839778997635,0.9338853540205082,117144.0,221,983.0044191529792,29490.132574589374,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,medium_mover
POP002L09P,166.67873303167423,167.913571880946,1.007408496727833,3094224.0000000005,221,273.4893333333333,8204.68,2120.0,2030.0,P,POP,0,medium_mover
POP005L04P,71.47511312217195,87.2450220008549,1.2206349621371984,663432.0,221,132.204,3966.12,2121.0,2130.0,P,POP,0,medium_mover
POP015K,0.02262443438914027,0.3363363969981562,14.866068090238294,5.0,221,134.683,4040.49,2120.0,2030.0,P,POP,2,slow_mover
POP500M24P,295.78280542986425,279.81555324538823,0.9460169695726017,7451952.0,221,328.0663333333333,9841.99,2120.0,2030.0,P,POP,0,medium_mover
POPF01L12P,181.1764705882353,265.8404005627729,1.4673009121890266,1441440.0,221,213.799,6413.97,2121.0,2130.0,P,POPF,0,medium_mover
POV001L24P,1604.3800904977375,1547.0095870951877,0.9642413267633353,78714096.0,221,1766.527333333333,52995.81999999999,2120.0,2030.0,P,POV,0,medium_mover
POV002L09P,549.1809954751131,562.1012044091468,1.0235263219948736,18569457.0,221,874.9006666666667,26247.02,2120.0,2030.0,P,POV,0,medium_mover
POV005L04P,304.78280542986425,315.1333789193167,1.033960490237696,4310848.0,221,514.13,15423.9,2116.0,1630.0,P,POV,0,medium_mover
POV500M24P,903.1719457013575,859.1860560768628,0.9512984323363919,30339352.0,221,883.9603333333336,26518.810000000005,2120.0,2030.0,P,POV,0,medium_mover
SE200G24P,58.04000942684766,69.55501035536436,1.198397640541934,371978.42041666666,221,235.51090788888888,7065.327236666666,1920.0,2030.0,S,SE,0,medium_mover
SE500G24P,681.8504027149322,634.834686830447,0.9310468752409384,30740543.556,221,959.9789974444444,28799.369923333332,1911.0,1130.0,S,SE,0,medium_mover
SO0001L12P,0.1583710407239819,1.47317994576769,9.302079027397143,35.0,221,333.63199744444444,10008.959923333334,2119.0,1930.0,S,SO,2,slow_mover
SO0002L09P,0.18099547511312217,1.4534601051463916,8.030367036566036,40.0,221,213.2806641111111,6398.419923333333,2119.0,1930.0,S,SO,2,slow_mover
SO0005L04P,0.027149321266968323,0.3426972164276572,12.622680340149977,5.999999999999999,221,142.0474480241546,4261.423440724638,2119.0,1930.0,S,SO,2,slow_mover
SO0500M24P,0.004524886877828055,0.06726727939963123,14.866065461918035,1.0,221,142.1149480241546,4263.448440724637,2114.0,1430.0,S,SO,2,slow_mover
SOP001L12P,92.10218579906878,130.0032956805967,1.4115115135573633,549573.7426630434,221,147.88061461352657,4436.418438405797,2121.0,2130.0,S,SOP,0,medium_mover
SOS001L12P,7497.42030911863,6503.537977784151,0.8674367595309287,1426616633.839402,221,5198.5065289653785,155955.19586896137,2120.0,2030.0,S,SOS,1,fast_mover
SOS002L09P,4724.297009639977,4336.373580826335,0.9178875866561739,935486396.6608696,221,3987.330532266506,119619.91596799518,2120.0,2030.0,S,SOS,1,fast_mover
SOS003L04P,1014.331384844908,894.2851627756186,0.8816498987768956,84062713.51902175,221,1934.8059068438004,58044.17720531401,2121.0,2130.0,S,SOS,0,medium_mover
SOS005L04P,6886.214932126697,6090.9536446639495,0.884514018905593,1456413799.5,221,3388.875333574879,101666.26000724637,2120.0,2030.0,S,SOS,1,fast_mover
SOS008L02P,399.40723981900453,482.7973832072779,1.2087847566930803,6884982.0,221,3388.875333574879,101666.26000724637,2120.0,2030.0,S,SOS,0,medium_mover
SOS250M48P,216.3257918552036,233.42874466339305,1.079061089574365,2390399.9999999995,221,3388.875333574879,101666.26000724637,2120.0,2030.0,S,SOS,0,medium_mover
SOS500M24P,2832.7783981736507,2480.365895713159,0.8755947508324144,355593006.76594204,221,3388.875333574879,101666.26000724637,2111.0,1130.0,S,SOS,1,fast_mover
